POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,21,Jason Anderson,"Rio Rancho, NM",Kawasaki KX450SR,22 Laps,0:57.238,Monster Energy Kawasaki
2,3,Eli Tomac,"Cortez, CO",Yamaha YZ450F,3.481,0:57.093,Monster Energy Yamaha Star Racing
3,51,Justin Barcia,"Greenville, FL",GASGAS MC 450F,9.630,0:57.358,Troy Lee Designs Red Bull GASGAS Factory Racing
4,27,Malcolm Stewart,"Murrieta, CA",Husqvarna FC 450 RE,16.973,0:58.374,Rockstar Energy Husqvarna Factory Racing
5,25,Marvin Musquin,"Corona, CA",KTM 450 SX-F FE,21.343,0:57.501,Red Bull KTM
6,14,Dylan Ferrandis,"Tallahassee, FL",Yamaha YZ450F,28.692,0:57.945,Monster Energy Yamaha Star Racing
7,23,Chase Sexton,"Clermont, FL",Honda CRF450R WE,33.331,0:58.393,Team Honda HRC
8,1,Cooper Webb,"Newport, NC",KTM 450 SX-F FE,40.552,0:59.137,Red Bull KTM
9,7,Aaron Plessinger,"Hamilton, OH",KTM 450 SX-F FE,43.689,0:58.506,Red Bull KTM
10,10,Justin Brayton,"Charlotte, NC",Honda CRF450R,48.010,0:59.384,Smartop Bullfrog Spas MotoConcepts Honda
11,94,Ken Roczen,"Clermont, FL",Honda CRF450R WE,49.486,0:59.530,Team Honda HRC
12,15,Dean Wilson,"Murrieta, CA",Husqvarna FC 450 RE,21 Laps,0:59.817,Rockstar Energy Husqvarna Factory Racing
13,34,Max Anstie,"Wesley Chapel, FL",KTM 450 SX-F,1.490,1:00.039,Rocky Mountain ATV/MC WPS KTM
14,12,Shane McElrath,"Oakland, FL",KTM 450 SX-F FE,29.102,0:59.159,Rocky Mountain ATV/MC WPS KTM
15,41,Brandon Hartranft,"Brick, NJ",Suzuki RM-Z450,36.765,1:00.975,H.E.P. Suzuki
16,11,Kyle Chisholm,"Valrico, FL",Yamaha YZ450F,52.253,1:00.959,"Team Chiz, Yamaha, LS2, FXR, Rock River"
17,19,Justin Bogle,"Wesley Chapel, FL",Suzuki RM-Z450,20 Laps,1:00.794,H.E.P. Suzuki
18,95,Justin Starling,"Deland, FL",GASGAS MC 450F,8.933,1:01.791,"FXR, SKDA, JSR Motorsports"
19,54,Mitchell Oldenburg,"Aledo, TX",Honda CRF450R,12.166,1:01.011,Smartop Bullfrog Spas MotoConcepts Honda
20,57,Kevin Moranz,"Topeka, KS",KTM 450 SX-F,17.626,1:02.346,"Next Level Racing, Gree, Fitz Roofing, Kansas Rally Team"
21,78,Cade Clason,"Chesterfield, SC",Honda CRF450R,45.731,1:02.514,SGB Unlimited Honda
22,722,Adam Enticknap,"Lompoc, CA",Suzuki RM-Z450,51.624,1:03.128,H.E.P. Suzuki
