POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,1,Ryan Dungey,"Clermont, FL",KTM 450 SX-F Factory Edit,20 Laps,0:44.044,KTM/RED BULL/MOTOREX/AKRAPOVIC/WP/DUNLOP
2,94,Ken Roczen,"Clermont, FL",Suzuki RM-Z450,1.785,0:43.548,"Soaring Eagle, Jimmy John's, Suzuki Factory Racing "
3,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450,29.609,0:45.503,ROCKSTAR ENERGY/HUSQVARNA FACTORY RACING/BEL-RAY/WP/FMF
4,41,Trey Canard,"Edmond, OK",Honda CRF 450,40.416,0:45.212,Honda HRC/Fly Racing/DC Shoes/Scott/Alpinestars/Leatt
5,4,Blake Baggett,"Grand Terrace, CA",Suzuki RM-Z450,41.317,0:45.976,Yoshimura Suzuki Factory Racing
6,22,Chad Reed,"Dade City, FL",Yamaha YZ450F,55.506,0:46.726,"Monster Energy, 360 Fly, Chaparral, Yamaha Factory Racing"
7,377,Christophe Pourcel,"San Antonio, FL",Husqvarna FC450,19 Laps,0:45.866,ROCKSTAR ENERGY/HUSQVARNA FACTORY RACING/BEL-RAY/WP/FMF
8,10,Justin Brayton,"Mint Hill, NC",KTM 450 SX-F Factory Edit,2.025,0:46.900,BTO Sports - KTM - WPS
9,3,Eli Tomac,"Cortez, CO",Kawasaki KX 450F,4.785,0:44.836,"MONSTER ENERGY KAWASAKI
"
10,800,Mike Alessi,"Hilliard, FL",Honda CRF 450,9.830,0:46.786,Smartop MotoConcepts Racing
11,55,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,15.009,0:47.881,Smartop
12,33,Joshua Grant,"Wildomar, CA",Kawasaki KX 450F,22.673,0:48.366,MONSTER ENERGY KAWASAKI 
13,19,Justin Bogle,"Cushing, OK",Honda CRF 450,25.129,0:46.699,GEICO Honda 
14,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,26.451,0:47.950,"Soaring Eagle, Jimmy John's, Suzuki Factory Racing "
15,51,Justin Barcia,"Greenville, FL",Yamaha YZ450F,31.291,0:47.343,Autotrader/Monster/Yamaha/JGR team
16,28,Weston Peick,"Menifee, CA",Yamaha YZ450F,18 Laps,0:46.370,"Autotrader/Monster/Yamaha team
"
17,27,Nicholas Wey,"Murrieta, CA",Kawasaki KX 450F,0.962,0:48.402,Team Tedder/Monster Energy/Kawasaki Racing.
18,761,Cade Clason,"Chesterfield, SC",Honda CRF 450,17 Laps,0:50.332,"K1 Speed, BWR Engines, SSi Decals, Race-Tech Suspension, Freeport Honda Kawasaki, AXO, Rekluse Motorsports, Performance Electronics, Addidas, Bell Helmets, Bel-Ray, TuBliss, Works Connection, No-Toil, Evans Waterless Coolant, MotoSeat, Yoshimura, Dunlop, "
19,79,Nicholas Schmidt,"Lake Elsinore, CA",Suzuki RM-Z450,7.581,0:49.970,TPJ Fly Racing Suzuki/Team3br DSC construction 
20,12,Jacob Weimer,"Wildomar, CA",Suzuki RM-Z450,15 Laps,0:48.243,Soaring Eagle/ Jimmy Johns/ Suzuki Factory Racing
21,70,Tony Archer,"Waldorf, MD",Kawasaki KX 450F,12 Laps,0:50.316,TRADERS RACING KAWASAKI /TIC TABS / WESTFIELD POWERSPORTS
22,801,Jeff Alessi,"Victorville, CA",Honda CRF 450,11 Laps,0:53.560,"450	K1 Speed, BWR Engines, SSi Decals, Race-Tech Suspension, Freeport Honda Kawasaki, Jt Racing, Rekluse Motorsports, Performance Electronics, Evs Helmets, Bel-Ray, Works Connection, No-Toil, Evans Waterless Coolant, MotoSeat, Yoshimura, Dunlop, RK-­Excel"
