POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,94,Ken Roczen,"Clermont, FL",Suzuki RM-Z450,20 Laps,0:45.604,"Soaring Eagle, Jimmy John's, Suzuki Factory Racing "
2,3,Eli Tomac,"Cortez, CO",Kawasaki KX 450F,19.687,0:46.104,"MONSTER ENERGY KAWASAKI
"
3,14,Cole Seely,"Sherman Oaks, CA",Honda CRF 450,21.318,0:46.547,"Honda HRC
"
4,1,Ryan Dungey,"Clermont, FL",KTM 450 SX-F Factory Edit,23.201,0:46.218,KTM/RED BULL/MOTOREX/AKRAPOVIC/WP/DUNLOP
5,10,Justin Brayton,"Mint Hill, NC",KTM 450 SX-F Factory Edit,23.769,0:46.792,BTOSports.com / KTM / WPS
6,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450,24.645,0:46.419,ROCKSTAR ENERGY/HUSQVARNA FACTORY RACING/BEL-RAY/WP/FMF
7,25,Marvin Musquin,"Corona, CA",KTM 450 SX-F Factory Edit,24.902,0:46.574,KTM/RED BULL/MOTOREX/AKRAPOVIC/WP/DUNLOP
8,41,Trey Canard,"Edmond, OK",Honda CRF 450,26.763,0:46.540,Honda HRC/Fly Racing/DC Shoes/Scott/Alpinestars/Leatt
9,22,Chad Reed,"Dade City, FL",Yamaha YZ450F,27.487,0:46.791,"Monster Energy, 360 Fly, Chaparral, Yamaha Factory Racing"
10,19,Justin Bogle,"Cushing, OK",Honda CRF 450,31.921,0:46.805,GEICO Honda
11,28,Weston Peick,"Menifee, CA",Yamaha YZ450F,34.614,0:46.654,"Autotrader/Monster/Yamaha team
"
12,4,Blake Baggett,"Grand Terrace, CA",Suzuki RM-Z450,36.135,0:46.967,Yoshimura Suzuki Factory Racing
13,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,38.764,0:47.077,"Soaring Eagle, Jimmy John's, Suzuki Factory Racing "
14,800,Mike Alessi,"Hilliard, FL",Honda CRF 450,40.967,0:47.174,Smartop MotoConcepts Racing
15,51,Justin Barcia,"Greenville, FL",Yamaha YZ450F,42.542,0:46.868,Autotrader/Monster/Yamaha/JGR team
16,33,Joshua Grant,"Wildomar, CA",Kawasaki KX 450F,19 Laps,0:46.778,MONSTER ENERGY KAWASAKI 
17,12,Jacob Weimer,"Wildomar, CA",Suzuki RM-Z450,8.239,0:47.268,Soaring Eagle/ Jimmy Johns/ Suzuki Factory Racing
18,55,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,9.648,0:47.827,Smartop
19,167,Benny Bloss,"Oak Grove, MO",KTM 450 SX-F,13.261,0:48.140,"BTOSports.com/KTM/WPS
"
20,27,Nicholas Wey,"Murrieta, CA",Kawasaki KX 450F,14.991,0:48.386,Team Tedder/Monster Energy/Kawasaki Racing.
21,79,Nicholas Schmidt,"Lake Elsinore, CA",Suzuki RM-Z450,18 Laps,0:49.213, 
22,86,Aj Catanzaro,"Savannah, GA",Kawasaki KX 450F,29.707,0:49.378,East coast fiberglass/Complex building solutions
