POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,3,Eli Tomac,"Cortez, CO",Kawasaki KX 450F,25 Laps,0:49.809,MONSTER ENERGY KAWASAKI
2,1,Ryan Dungey,"Clermont, FL",KTM 450 SX-F Factory Edit,6.751,0:50.237,"RED BULL KTM, MOTOREX, AKRAPOVIC, DUNLOP, FOX, OAKLEY, TARGET"
3,25,Marvin Musquin,"CLERMONT, FL",KTM 450 SX-F Factory Edit,14.293,0:50.692,"RED BULL KTM, MOTOREX, AKRAPOVIC, DUNLOP, THOR, ALPINESTARS, 100%, AIROH, LEATT"
4,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450,25.208,0:51.186,ROCKSTAR ENERGY HUSQVARNA FACTORY RACING/BEL-RAY/SCOSCHE/FMF/WP
5,33,Joshua Grant,"Wildomar, CA",Kawasaki KX 450F,39.538,0:51.958,MONSTER ENERGY KAWASAKI
6,14,Cole Seely,"Sherman Oaks, CA",Honda CRF 450,44.085,0:51.659,Honda HRC
7,4,Blake Baggett,"Grand Terrace, CA",KTM 450 SX-F Factory Edit,45.852,0:52.138,Rocky Mounatin ATV/MC - KTM - WPS
8,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,49.640,0:52.232,RCH Yoshimura Suzuki Factory Racing
9,47,Malcolm Stewart,"Haines City, FL",Suzuki RM-Z450,58.312,0:52.241,"365 Racing,Malcolm Stewart Racing, Seven"
10,10,Justin Brayton,"Mint Hill, NC",Honda CRF 450,24 Laps,0:52.112,Smartop/MotoConcepts/Honda/Yoshimura
11,19,Justin Bogle,"Cushing, OK",Suzuki RM-Z450,3.823,0:52.143,RCH Yoshimura Suzuki Factory Racing
12,15,Dean Wilson,"Clermont, FL",Husqvarna FC450,6.742,0:53.030,Rockstar Energy Husqvarna Factory Racing/Bel-Ray/FMF/Scosche/Dunlop/Pro Taper/O'Neal/100%/Shoei 
13,18,David Millsaps,"Lake Havasu City, AZ",KTM 450 SX-F Factory Edit,8.058,0:52.319,Rocky Mountain ATV/MC - KTM - WPS
14,2,Cooper Webb,"Newport, NC",Yamaha YZ450F,8.502,0:52.475,Monster Energy-Yamalube-Chaparral-Yamaha Financial Services-Factory Yamaha 
15,51,Justin Barcia,"Greenville, FL",Suzuki RM-Z450,14.864,0:52.066,Autotrader/JGR/Suzuki/Toyota/Monster Energy/NFAB/Wienerschnitzel/Alpinestars/Bad Boy Offroad/KMC wheels
16,22,Chad Reed,"Dade City, FL",Yamaha YZ450F,15.939,0:52.922,Monster Energy-Yamalaube-Chaparral-Yamaha Financail Services-Factory Yamaha
17,12,Jacob Weimer,"Huntington Beach , CA",Suzuki RM-Z450,25.391,0:53.075,Autotrader/JGR/Suzuki/Toyota/Monster Energy/NFAB/Wienerschnitzel/Alpinestars/Bad Boy Offroad/KMC wheels 
18,61,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,23 Laps,0:54.604,Smartop Motoconcepts
19,11,Kyle Chisholm,"Valrico, FL",Honda CRF 250,2.828,0:55.636,RickieFowler.com / Xtreme Powersports/Team Chiz/Motoconcepts/Honda/RickieFowler.com/Pretty Rebels/Sidi Boots 
20,314,Alex Ray,"Milan, TN",Husqvarna FC450,22 Laps,0:55.651,CycleTrader Rock River YAMAHA GPI RoostMX 
21,95,Aj Catanzaro,"Reston, VA",Kawasaki KX 450F,21 Laps,0:55.582,Pilgrim Powersports/East Coast Fiberglass/Complex Building Solutions/Federal Hill Home Theater
22,291,Kyle White,"Davis, IL",Honda CRF 450,7 Laps,0:57.410,"K1 Speed, BWR Engines, SSi Decals, Race-Tech Suspension, Freeport Honda Kawasaki, Rekluse Motorsports, Bel-Ray, TuBliss, Works Connection, No-Toil, Evans Waterless Coolant, MotoSeat, Yoshimura, RK-­Excel, Dunlop, FXR, Arai, Dirt Tricks, Pro Taper, WebCams"
